観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),23日の最高気温(℃),23日の最高気温の品質情報,23日の最高気温起時（時）,23日の最高気温起時（分）,23日の最高気温起時の品質情報,平年差（℃）,前日差（℃）,該当旬（月）,該当旬（旬）,極値更新,10年未満での極値更新,今年最高,今年の最高気温（℃)（22日まで）,今年の最高気温（22日まで）の品質情報,今年の最高気温（22日まで）を観測した起日（年）,今年の最高気温（22日まで）を観測した起日（月）,今年の最高気温（22日まで）を観測した起日（日）,22日までの観測史上1位の値（℃）,22日までの観測史上1位の値の品質情報,22日までの観測史上1位の値を観測した起日（年）,22日までの観測史上1位の値を観測した起日（月）,22日までの観測史上1位の値を観測した起日（日）,22日までの1月の1位の値,22日までの1月の1位の値の品質情報,22日までの1月の1位の値の起日（年）,22日までの1月の1位の値の起日（月）,22日までの1月の1位の値の起日（日）,統計開始年
55151,富山県,秋ヶ島（アキガシマ）,,2025,01,23,11,00,8.3,4,11,00,4,,,,,,,0,15.1,4,2025,01,19,38.7,8,2023,08,10,17.2,8,2020,01,08,2003
55166,富山県,上市（カミイチ）,,2025,01,23,11,00,7.1,4,10,54,4,,,,,,,0,9.5,4,2025,01,20,37.4,8,2022,09,06,18.5,8,1989,01,20,1978
55191,富山県,南砺高宮（ナントタカミヤ）,,2025,01,23,11,00,7.5,4,11,00,4,,,,,,,0,12.1,4,2025,01,19,38.6,8,2023,08,10,19.3,8,2020,01,08,1978
55206,富山県,八尾（ヤツオ）,,2025,01,23,11,00,8.0,4,11,00,4,,,,,,,0,13.0,4,2025,01,19,39.0,8,2023,08,10,17.8,8,2020,01,08,1976
56036,石川県,珠洲（スズ）,,2025,01,23,11,00,8.5,4,09,41,4,,,,,,,0,13.1,4,2025,01,19,38.2,8,2019,08,15,17.0,8,2002,01,15,1978
56052,石川県,輪島（ワジマ）,47600,2025,01,23,11,00,8.1,4,10,25,4,,,,,,,0,12.9,4,2025,01,19,38.6,8,2020,09,03,17.1,8,1997,01,01,1929
56093,石川県,三井（ミイ）,,2025,01,23,11,00,5.6,4,09,24,4,,,,,,,0,9.1,4,2025,01,19,38.1,8,2019,08,15,13.3,8,2020,01,08,2003
56116,石川県,志賀（シカ）,,2025,01,23,11,00,10.6,4,08,41,4,,,,,,,0,12.1,4,2025,01,19,40.1,8,2019,08,15,16.5,8,1997,01,01,1978
56146,石川県,七尾（ナナオ）,,2025,01,23,11,00,8.7,4,10,01,4,,,,,,,0,12.3,4,2025,01,19,38.1,8,2023,08,10,16.8,8,1997,01,01,1978
56176,石川県,羽咋（ハクイ）,,2025,01,23,11,00,8.9,4,08,25,4,,,,,,,0,12.6,4,2025,01,19,39.6,8,2019,08,15,18.1,8,1997,01,01,1978
56186,石川県,かほく（カホク）,,2025,01,23,11,00,8.0,4,07,51,4,,,,,,,0,12.8,4,2025,01,19,39.2,8,2018,08,23,19.3,8,1990,01,10,1978
56227,石川県,金沢（カナザワ）,47605,2025,01,23,11,00,8.2,4,11,00,4,,,,,,,0,14.4,4,2025,01,19,38.5,8,2022,09,06,21.2,8,1916,01,09,1882
56276,石川県,小松（コマツ）,,2025,01,23,11,00,10.5,4,10,59,4,,,,,,,0,14.3,4,2025,01,19,40.0,8,2023,08,10,19.2,8,1990,01,10,1978
56286,石川県,白山河内（ハクサンカワチ）,,2025,01,23,11,00,5.5,4,10,59,4,,,,,,,0,11.2,4,2025,01,19,37.4,8,2023,08,10,17.9,8,2020,01,08,1978
56301,石川県,加賀中津原（カガナカツハラ）,,2025,01,23,11,00,11.4,4,11,00,4,,,,,,,0,12.6,4,2025,01,19,37.6,8,2023,08,10,18.2,8,1989,01,20,1978
57001,福井県,三国（ミクニ）,,2025,01,23,11,00,9.5,4,10,58,4,,,,,,,0,14.4,4,2025,01,19,39.7,8,2023,08,09,16.4,8,2020,01,08,1978
57026,福井県,春江（ハルエ）,,2025,01,23,11,00,8.9,4,11,00,4,,,,,,,0,13.7,4,2025,01,19,39.0,8,2018,07,29,15.7,8,2023,01,13,2003
57051,福井県,越廼（コシノ）,,2025,01,23,11,00,10.8,4,10,58,4,,,,,,,0,14.3,4,2025,01,19,38.2,8,2018,07,29,19.8,8,1989,01,20,1978
57066,福井県,福井（フクイ）,47616,2025,01,23,11,00,8.7,4,10,57,4,,,,,,,0,14.3,4,2025,01,19,38.6,8,1942,07,19,19.9,8,1916,01,22,1897
57082,福井県,勝山（カツヤマ）,,2025,01,23,11,00,4.5,4,11,00,4,,,,,,,0,10.6,4,2025,01,19,37.4,8,2022,08,01,16.2,8,2020,01,08,1993
57121,福井県,大野（オオノ）,,2025,01,23,11,00,4.9,4,10,52,4,,,,,,,0,10.6,4,2025,01,19,36.9,8,2012,07,31,17.3,8,2020,01,08,1976
57206,福井県,今庄（イマジョウ）,,2025,01,23,11,00,5.0,4,10,58,4,,,,,,,0,11.5,4,2025,01,19,36.9,8,2018,08,14,17.9,8,1989,01,20,1978
57248,福井県,敦賀（ツルガ）,47631,2025,01,23,11,00,10.5,4,10,58,4,,,,,,,0,13.5,4,2025,01,19,37.6,8,1918,08,13,18.9,8,1914,01,14,1897
57286,福井県,美浜（ミハマ）,,2025,01,23,11,00,12.2,4,10,57,4,,,,,,,0,14.5,4,2025,01,19,38.2,8,2022,08,01,17.8,8,2010,01,20,1978
57317,福井県,小浜（オバマ）,,2025,01,23,11,00,10.7,4,11,00,4,,,,,,,0,13.6,4,2025,01,19,39.1,8,2022,08,01,18.5,8,1989,01,20,1978
60051,滋賀県,今津（イマヅ）,,2025,01,23,11,00,5.4,4,10,21,4,,,,,,,0,11.7,4,2025,01,02,36.9,8,1994,08,07,16.1,8,2020,01,08,1978
60061,滋賀県,長浜（ナガハマ）,,2025,01,23,11,00,6.7,4,10,57,4,,,,,,,0,12.9,4,2025,01,19,37.4,8,2014,07,26,16.0,8,2020,01,08,1978
60102,滋賀県,米原（マイバラ）,,2025,01,23,11,00,7.3,4,11,00,4,,,,,,,0,12.9,4,2025,01,19,36.4,8,2024,08,14,14.3,8,2009,01,30,2001
60116,滋賀県,南小松（ミナミコマツ）,,2025,01,23,11,00,6.3,4,11,00,4,,,,,,,0,12.5,4,2025,01,02,37.2,8,2022,07,01,16.4,8,2020,01,08,1978
60131,滋賀県,彦根（ヒコネ）,47761,2025,01,23,11,00,6.4,4,10,37,4,,,,,,,0,12.0,4,2025,01,02,37.7,8,2014,07,26,17.2,8,1915,01,28,1893
60196,滋賀県,東近江（ヒガシオウミ）,,2025,01,23,11,00,8.3,4,11,00,4,,,,,,,0,14.6,4,2025,01,19,39.2,8,2020,08,20,16.6,8,2020,01,08,1978
60216,滋賀県,大津（オオツ）,,2025,01,23,11,00,5.9,4,10,50,4,,,,,,,0,13.3,4,2025,01,20,38.5,8,2023,08,01,16.5,8,1989,01,20,1977
60226,滋賀県,信楽（シガラキ）,,2025,01,23,11,00,9.1,4,10,59,4,,,,,,,0,13.7,4,2025,01,19,36.0,8,2018,07,19,16.4,8,2010,01,20,1978
60236,滋賀県,土山（ツチヤマ）,,2025,01,23,11,00,10.1,4,10,59,4,,,,,,,0,13.8,4,2025,01,19,37.2,8,2018,07,15,17.1,8,2010,01,20,1978
61001,京都府,間人（タイザ）,,2025,01,23,11,00,12.8,4,11,00,4,,,,,,,0,12.9,4,2025,01,19,37.9,8,2018,08,22,18.5,8,2002,01,15,1977
61076,京都府,宮津（ミヤヅ）,,2025,01,23,11,00,10.1,4,10,59,4,,,,,,,0,14.5,4,2025,01,19,39.0,8,2024,08,23,18.3,8,2020,01,08,1978
61111,京都府,舞鶴（マイヅル）,47750,2025,01,23,11,00,8.7,4,11,00,4,,,,,,,0,14.4,4,2025,01,19,39.0,8,2023,08,05,19.4,8,1972,01,25,1947
61187,京都府,福知山（フクチヤマ）,,2025,01,23,11,00,3.4,4,10,43,4,,,,,,,0,14.6,4,2025,01,19,39.6,8,2018,08,22,17.6,8,1989,01,20,1976
61206,京都府,美山（ミヤマ）,,2025,01,23,11,00,6.5,4,10,54,4,,,,,,,0,14.0,4,2025,01,19,37.7,8,2023,07,27,16.9,8,1989,01,20,1978
61242,京都府,園部（ソノベ）,,2025,01,23,11,00,5.8,4,10,59,4,,,,,,,0,14.5,4,2025,01,19,39.1,8,2023,07,27,17.3,8,2010,01,20,2002
61286,京都府,京都（キョウト）,47759,2025,01,23,11,00,9.4,4,10,55,4,,,,,,,0,14.7,4,2025,01,19,39.8,8,2018,07,19,19.9,8,1916,01,22,1880
61326,京都府,京田辺（キョウタナベ）,,2025,01,23,11,00,9.8,4,10,54,4,,,,,,,0,14.5,4,2025,01,20,39.0,8,2024,08,06,17.6,8,1997,01,01,1978
62016,大阪府,能勢（ノセ）,,2025,01,23,11,00,10.0,4,10,59,4,,,,,,,0,13.1,4,2025,01,19,37.6,8,2022,07,01,16.3,8,1989,01,20,1977
62046,大阪府,枚方（ヒラカタ）,,2025,01,23,11,00,11.7,4,11,00,4,,,,,,,0,15.0,4,2025,01,19,39.8,8,2023,07,27,17.7,8,2021,01,26,1977
62051,大阪府,豊中（トヨナカ）,,2025,01,23,11,00,10.9,4,10,58,4,,,,,,,0,14.5,4,2025,01,19,39.9,8,1994,08,08,18.8,8,2021,01,26,1977
62078,大阪府,大阪（オオサカ）,47772,2025,01,23,11,00,10.3,4,11,00,4,,,,,,,0,14.2,4,2025,01,19,39.1,8,1994,08,08,19.1,8,2020,01,28,1883
62081,大阪府,生駒山（イコマヤマ）,,2025,01,23,11,00,8.0,4,10,51,4,,,,,,,0,10.9,4,2025,01,19,34.3,8,1994,08,06,14.2,8,2002,01,16,1976
62091,大阪府,堺（サカイ）,,2025,01,23,11,00,9.8,4,10,59,4,,,,,,,0,15.2,4,2025,01,19,39.7,8,2018,08,22,19.1,8,2021,01,26,1977
62096,大阪府,八尾（ヤオ）,,2025,01,23,11,00,10.3,4,10,57,4,,,,,,,0,15.3,4,2025,01,19,39.1,8,2024,08,14,18.9,8,2021,01,26,2003
62101,大阪府,関空島（カンクウジマ）,,2025,01,23,11,00,10.2,4,10,16,4,,,,,,,0,12.0,4,2025,01,20,37.7,8,2023,08,10,17.8,8,2020,01,08,2003
62131,大阪府,熊取（クマトリ）,,2025,01,23,11,00,12.2,4,10,58,4,,,,,,,0,13.6,4,2025,01,19,36.7,8,2022,08,11,18.7,8,1997,01,01,1977
63016,兵庫県,香住（カスミ）,,2025,01,23,11,00,11.8,4,11,00,4,,,,,,,0,14.4,4,2025,01,19,38.0,8,1994,08,11,19.5,8,2002,01,15,1976
63051,兵庫県,豊岡（トヨオカ）,47747,2025,01,23,11,00,6.0,4,11,00,4,,,,,,,0,14.6,4,2025,01,19,39.7,8,2024,08,23,21.4,8,1964,01,13,1918
63071,兵庫県,兎和野高原（ウワノコウゲン）,,2025,01,23,11,00,8.3,4,10,40,4,,,,,,,0,9.5,4,2025,01,19,34.6,8,2024,07,07,14.0,8,2020,01,08,2005
63121,兵庫県,和田山（ワダヤマ）,,2025,01,23,11,00,7.1,4,11,00,4,,,,,,,0,14.3,4,2025,01,19,38.3,8,2023,08,21,18.1,8,2002,01,15,1977
63201,兵庫県,生野（イクノ）,,2025,01,23,11,00,9.3,4,10,55,4,,,,,,,0,12.1,4,2025,01,19,38.0,8,2020,08,20,15.0,8,2020,01,08,1978
63216,兵庫県,柏原（カイバラ）,,2025,01,23,11,00,7.1,4,11,00,4,,,,,,,0,13.8,4,2025,01,20,39.2,8,1994,08,08,17.2,8,2020,01,08,1978
63251,兵庫県,一宮（イチノミヤ）,,2025,01,23,11,00,7.1,4,10,59,4,,,,,,,0,12.8,4,2025,01,19,38.5,8,2018,08,04,18.1,8,1989,01,08,1978
63321,兵庫県,福崎（フクサキ）,,2025,01,23,11,00,8.2,4,10,59,4,,,,,,,0,14.4,4,2025,01,20,38.9,8,2023,08,20,17.2,8,1997,01,01,1977
63331,兵庫県,西脇（ニシワキ）,,2025,01,23,11,00,7.9,4,10,58,4,,,,,,,0,14.9,4,2025,01,20,39.5,8,2024,08,14,18.7,8,1980,01,28,1978
63366,兵庫県,上郡（カミゴオリ）,,2025,01,23,11,00,8.3,4,11,00,4,,,,,,,0,13.8,4,2025,01,22,37.7,8,2024,07,29,19.4,8,1989,01,08,1978
63383,兵庫県,姫路（ヒメジ）,47769,2025,01,23,11,00,9.8,4,10,59,4,,,,,,,0,14.5,4,2025,01,20,38.0,8,2020,08,31,17.5,8,2020,01,08,1948
63411,兵庫県,三田（サンダ）,,2025,01,23,11,00,8.4,4,11,00,4,,,,,,,0,13.9,4,2025,01,19,38.4,8,1994,08,08,17.4,8,1980,01,28,1978
63461,兵庫県,三木（ミキ）,,2025,01,23,11,00,10.0,4,10,54,4,,,,,,,0,12.4,4,2025,01,19,37.8,8,2018,07,24,16.7,8,1980,01,28,1977
63491,兵庫県,家島（イエシマ）,,2025,01,23,11,00,9.2,4,10,57,4,,,,,,,0,12.5,4,2025,01,22,35.3,8,2006,08,09,17.1,8,1990,01,10,1978
63496,兵庫県,明石（アカシ）,,2025,01,23,11,00,11.0,4,11,00,4,,,,,,,0,12.3,4,2025,01,21,37.2,8,2019,08,13,16.5,8,2020,01,08,1992
63517,兵庫県,神戸空港（コウベクウコウ）,,2025,01,23,11,00,9.4,4,10,54,4,,,,,,,0,13.1,4,2025,01,19,37.0,8,2024,08,14,17.2,8,2020,01,28,2006
63518,兵庫県,神戸（コウベ）,47770,2025,01,23,11,00,9.9,4,10,13,4,,,,,,,0,13.5,4,2025,01,20,38.8,8,1994,08,08,19.2,8,1916,01,22,1896
63551,兵庫県,郡家（グンゲ）,,2025,01,23,11,00,12.5,4,11,00,4,,,,,,,0,13.0,4,2025,01,19,38.2,8,2024,08,03,20.8,8,1990,01,10,1978
63571,兵庫県,洲本（スモト）,47776,2025,01,23,11,00,11.7,4,11,00,4,,,,,,,0,13.1,4,2025,01,20,38.0,8,2020,08,17,19.5,8,1923,01,22,1919
63588,兵庫県,南淡（ナンダン）,,2025,01,23,11,00,11.9,4,10,55,4,,,,,,,0,13.6,4,2025,01,20,37.6,8,2019,08,13,17.3,8,2020,01,08,2004
64036,奈良県,奈良（ナラ）,47780,2025,01,23,11,00,9.3,4,11,00,4,,,,,,,0,14.2,4,2025,01,19,39.3,8,1994,08,08,18.9,8,1960,01,05,1953
64041,奈良県,針（ハリ）,,2025,01,23,11,00,9.4,4,10,58,4,,,,,,,0,12.6,4,2025,01,19,36.0,8,2020,08,10,16.1,8,2002,01,16,1978
64101,奈良県,大宇陀（オオウダ）,,2025,01,23,11,00,9.1,4,10,59,4,,,,,,,0,14.5,4,2025,01,19,36.5,8,2020,08,10,18.2,8,1990,01,10,1978
64127,奈良県,五條（ゴジョウ）,,2025,01,23,11,00,9.9,4,11,00,4,,,,,,,0,13.9,4,2025,01,19,37.9,8,2024,08,23,17.8,8,2010,01,20,2005
64206,奈良県,上北山（カミキタヤマ）,,2025,01,23,11,00,5.7,4,11,00,4,,,,,,,0,13.2,4,2025,01,19,39.3,8,2020,08,17,17.6,8,2010,01,21,1978
64227,奈良県,風屋（カゼヤ）,,2025,01,23,11,00,6.9,4,11,00,4,,,,,,,0,13.9,4,2025,01,19,39.9,8,2024,08,02,17.1,8,2020,01,08,1977
65026,和歌山県,かつらぎ（カツラギ）,,2025,01,23,11,00,9.5,4,11,00,4,,,,,,,0,16.4,4,2025,01,19,40.6,8,1994,08,08,18.6,8,1987,01,23,1979
65036,和歌山県,友ケ島（トモガシマ）,,2025,01,23,11,00,10.6,4,10,58,4,,,,,,,0,14.7,4,2025,01,02,37.8,8,2024,08,01,17.8,8,2016,01,04,1998
65042,和歌山県,和歌山（ワカヤマ）,47777,2025,01,23,11,00,11.8,4,11,00,4,,,,,,,0,14.7,4,2025,01,19,38.5,8,2013,08,11,21.2,8,1969,01,27,1879
65061,和歌山県,高野山（コウヤサン）,,2025,01,23,11,00,7.0,4,10,20,4,,,,,,,0,9.4,4,2025,01,19,33.7,8,2014,07,26,15.1,8,2002,01,16,1979
65121,和歌山県,清水（シミズ）,,2025,01,23,11,00,7.5,4,10,59,4,,,,,,,0,15.0,4,2025,01,19,37.0,8,1994,08,08,19.2,8,2020,01,28,1979
65162,和歌山県,龍神（リュウジン）,,2025,01,23,11,00,10.1,4,11,00,4,,,,,,,0,14.0,4,2025,01,19,37.2,8,2020,08,17,18.1,8,2002,01,16,1994
65201,和歌山県,川辺（カワベ）,,2025,01,23,11,00,14.0,4,10,58,4,,,,,,,0,16.4,4,2025,01,19,38.4,8,2020,08,17,18.9,8,2010,01,20,1999
65256,和歌山県,栗栖川（クリスガワ）,,2025,01,23,11,00,12.5,4,11,00,4,,,,,,,0,17.7,4,2025,01,19,39.3,8,2013,08,11,19.9,8,2002,01,16,1979
65276,和歌山県,新宮（シングウ）,,2025,01,23,11,00,15.0,4,10,58,4,,,,,,,0,16.5,4,2025,01,20,39.6,8,2024,07,08,21.7,8,2002,01,16,1979
65288,和歌山県,南紀白浜（ナンキシラハマ）,,2025,01,23,11,00,14.9,4,11,00,4,,,,,,,0,15.0,4,2025,01,19,37.5,8,2020,08,15,19.0,8,2023,01,13,2006
65306,和歌山県,西川（ニシカワ）,,2025,01,23,11,00,12.8,4,10,59,4,,,,,,,0,15.1,4,2025,01,19,38.9,8,2020,08,16,20.7,8,2002,01,16,1979
65356,和歌山県,潮岬（シオノミサキ）,47778,2025,01,23,11,00,14.5,4,10,24,4,,,,,,,0,15.9,4,2025,01,06,36.1,8,2020,08,16,23.6,8,1969,01,27,1913
66046,岡山県,上長田（カミナガタ）,,2025,01,23,11,00,2.4,4,10,57,4,,,,,,,0,9.9,4,2025,01,20,34.9,8,1994,08,07,15.0,8,1980,01,03,1978
66091,岡山県,千屋（チヤ）,,2025,01,23,11,00,7.9,4,10,58,4,,,,,,,0,9.5,4,2025,01,02,35.1,8,2024,08,03,14.5,8,2016,01,03,1978
66127,岡山県,奈義（ナギ）,,2025,01,23,11,00,6.7,4,10,48,4,,,,,,,0,13.1,4,2025,01,20,37.2,8,1994,08,06,14.8,8,2023,01,12,1977
66136,岡山県,今岡（イマオカ）,,2025,01,23,11,00,8.4,4,11,00,4,,,,,,,0,12.5,4,2025,01,20,38.5,8,1994,08,07,15.5,8,2023,01,14,1978
66171,岡山県,久世（クセ）,,2025,01,23,11,00,6.6,4,10,59,4,,,,,,,0,13.6,4,2025,01,20,39.3,8,1994,08,07,16.7,8,2023,01,14,1978
66186,岡山県,津山（ツヤマ）,47756,2025,01,23,11,00,6.0,4,10,59,4,,,,,,,0,13.4,4,2025,01,22,38.4,8,2018,08,05,17.9,8,1969,01,27,1943
66221,岡山県,新見（ニイミ）,,2025,01,23,11,00,7.5,4,11,00,4,,,,,,,0,11.7,4,2025,01,20,36.9,8,2024,08,01,16.0,8,2016,01,03,1978
66296,岡山県,福渡（フクワタリ）,,2025,01,23,11,00,7.3,4,11,00,4,,,,,,,0,14.2,4,2025,01,20,39.0,8,1994,07,16,16.8,8,2016,01,04,1979
66306,岡山県,和気（ワケ）,,2025,01,23,11,00,9.1,4,11,00,4,,,,,,,0,14.0,4,2025,01,20,37.9,8,2016,08,08,16.4,8,2016,01,04,1979
66336,岡山県,高梁（タカハシ）,,2025,01,23,11,00,6.2,4,11,00,4,,,,,,,0,14.8,4,2025,01,20,39.3,8,2020,08,21,17.0,8,1989,01,08,1979
66346,岡山県,日応寺（ニチオウジ）,,2025,01,23,11,00,9.9,4,10,57,4,,,,,,,0,12.8,4,2025,01,20,37.0,8,2018,07,24,15.8,8,2016,01,04,2003
66408,岡山県,岡山（オカヤマ）,47768,2025,01,23,11,00,9.0,4,10,58,4,,,,,,,0,14.2,4,2025,01,22,39.3,8,1994,08,07,18.8,8,1969,01,27,1891
66421,岡山県,虫明（ムシアゲ）,,2025,01,23,11,00,9.7,4,11,00,4,,,,,,,0,13.1,4,2025,01,22,37.4,8,2004,07,30,17.4,8,2016,01,04,1979
66446,岡山県,倉敷（クラシキ）,,2025,01,23,11,00,8.3,4,11,00,4,,,,,,,0,13.5,4,2025,01,20,37.1,8,1994,08,08,16.1,8,2016,01,04,1979
66481,岡山県,笠岡（カサオカ）,,2025,01,23,11,00,9.9,4,10,53,4,,,,,,,0,13.1,4,2025,01,20,38.0,8,2023,07,27,16.5,8,2016,01,04,1979
66501,岡山県,玉野（タマノ）,,2025,01,23,11,00,8.6,4,10,49,4,,,,,,,0,12.9,4,2025,01,20,38.2,8,1995,08,19,17.2,8,1990,01,11,1976
67016,広島県,高野（タカノ）,,2025,01,23,11,00,3.2,4,11,00,4,,,,,,,0,8.5,4,2025,01,19,35.1,8,2023,07,27,13.0,8,2016,01,03,1978
67106,広島県,三次（ミヨシ）,,2025,01,23,11,00,3.7,4,10,50,4,,,,,,,0,11.9,4,2025,01,19,38.5,8,2024,08,03,16.6,8,1997,01,01,1978
67116,広島県,庄原（ショウバラ）,,2025,01,23,11,00,5.8,4,11,00,4,,,,,,,0,11.5,4,2025,01,22,38.1,8,2021,08,05,15.6,8,2023,01,12,1976
67151,広島県,大朝（オオアサ）,,2025,01,23,11,00,7.2,4,11,00,4,,,,,,,0,10.2,4,2025,01,06,36.2,8,2018,07,15,16.3,8,2002,01,15,1977
67191,広島県,油木（ユキ）,,2025,01,23,11,00,9.0,4,11,00,4,,,,,,,0,10.2,4,2025,01,19,34.9,8,2024,08,15,14.7,8,1989,01,19,1978
67212,広島県,加計（カケ）,,2025,01,23,11,00,7.7,4,10,51,4,,,,,,,0,14.1,4,2025,01,22,39.5,8,2024,08,15,18.1,8,2023,01,12,1978
67292,広島県,三入（ミイリ）,,2025,01,23,11,00,9.4,4,11,00,4,,,,,,,0,13.4,4,2025,01,20,38.9,8,1994,07,16,16.6,8,1989,01,08,1979
67316,広島県,世羅（セラ）,,2025,01,23,11,00,10.1,4,11,00,4,,,,,,,0,11.7,4,2025,01,22,37.4,8,1994,08,07,16.5,8,1989,01,08,1977
67326,広島県,府中（フチュウ）,,2025,01,23,11,00,8.9,4,10,58,4,,,,,,,0,14.1,4,2025,01,20,38.7,8,2023,07,28,16.5,8,1983,01,29,1979
67376,広島県,東広島（ヒガシヒロシマ）,,2025,01,23,11,00,10.0,4,11,00,4,,,,,,,0,12.8,4,2025,01,20,37.0,8,1994,07,17,18.3,8,1989,01,08,1979
67386,広島県,本郷（ホンゴウ）,,2025,01,23,11,00,10.1,4,10,57,4,,,,,,,0,12.2,4,2025,01,20,36.3,8,2018,07,24,14.6,8,2023,01,12,2003
67401,広島県,福山（フクヤマ）,47767,2025,01,23,11,00,10.5,4,11,00,4,,,,,,,0,13.4,4,2025,01,20,38.5,8,2021,08,05,17.4,8,1949,01,30,1942
67421,広島県,廿日市津田（ハツカイチツタ）,,2025,01,23,11,00,9.9,4,10,59,4,,,,,,,0,12.1,4,2025,01,22,37.4,8,1994,07,16,17.2,8,1989,01,08,1978
67437,広島県,広島（ヒロシマ）,47765,2025,01,23,11,00,9.5,4,10,59,4,,,,,,,0,13.4,4,2025,01,22,38.7,8,2024,08,16,18.8,8,1949,01,30,1879
67461,広島県,竹原（タケハラ）,,2025,01,23,11,00,9.7,4,10,58,4,,,,,,,0,13.0,4,2025,01,20,34.8,8,2017,08,06,15.9,8,2010,01,21,1979
67471,広島県,生口島（イクチジマ）,,2025,01,23,11,00,11.0,4,11,00,4,,,,,,,0,12.7,4,2025,01,20,37.8,8,2024,08,15,16.5,8,2024,01,21,1979
67496,広島県,大竹（オオタケ）,,2025,01,23,11,00,9.7,4,11,00,4,,,,,,,0,14.4,4,2025,01,20,38.0,8,2020,08,30,17.4,8,2016,01,04,1979
67511,広島県,呉（クレ）,47766,2025,01,23,11,00,9.4,4,10,49,4,,,,,,,0,12.9,4,2025,01,22,37.8,8,1948,08,20,19.0,8,1969,01,27,1894
67576,広島県,呉市蒲刈（クレシカマガリ）,,2025,01,23,11,00,13.1,4,10,55,4,,,,,,,0,14.1,4,2025,01,20,36.4,8,2023,08,20,16.3,8,2016,01,04,2009
68022,島根県,西郷（サイゴウ）,47740,2025,01,23,11,00,11.7,4,10,53,4,,,,,,,0,12.8,4,2025,01,19,35.8,8,1994,08,14,17.2,8,1997,01,01,1939
68046,島根県,西郷岬（サイゴウミサキ）,,2025,01,23,11,00,11.5,4,10,59,4,,,,,,,0,12.6,4,2025,01,19,35.3,8,2018,08,13,15.7,8,2023,01,12,2003
68056,島根県,海士（アマ）,,2025,01,23,11,00,11.5,4,11,00,4,,,,,,,0,12.5,4,2025,01,19,35.9,8,2022,08,01,17.3,8,2020,01,08,1978
68091,島根県,鹿島（カシマ）,,2025,01,23,11,00,12.3,4,10,38,4,,,,,,,0,15.0,4,2025,01,19,37.5,8,2010,08,05,19.3,8,2002,01,15,1978
68121,島根県,斐川（ヒカワ）,,2025,01,23,11,00,10.0,4,11,00,4,,,,,,,0,14.2,4,2025,01,19,37.9,8,2018,08,22,18.0,8,2020,01,07,2003
68132,島根県,松江（マツエ）,47741,2025,01,23,11,00,9.5,4,10,57,4,,,,,,,0,14.3,4,2025,01,19,38.5,8,1994,08,01,20.6,8,2002,01,15,1940
68156,島根県,出雲（イズモ）,,2025,01,23,11,00,11.7,4,10,52,4,,,,,,,0,13.8,4,2025,01,19,38.4,8,2017,08,06,20.8,8,2002,01,15,1978
68246,島根県,大田（オオダ）,,2025,01,23,11,00,11.3,4,11,00,4,,,,,,,0,14.5,4,2025,01,19,39.2,8,2021,08,06,18.4,8,2002,01,15,1978
68261,島根県,掛合（カケヤ）,,2025,01,23,11,00,11.3,4,11,00,4,,,,,,,0,12.3,4,2025,01,19,37.2,8,2021,08,06,17.5,8,2002,01,15,1978
68276,島根県,横田（ヨコタ）,,2025,01,23,11,00,6.6,4,10,59,4,,,,,,,0,10.7,4,2025,01,19,36.3,8,2010,08,19,16.1,8,2002,01,15,1978
68306,島根県,赤名（アカナ）,,2025,01,23,11,00,6.8,4,11,00,4,,,,,,,0,9.0,4,2025,01,19,35.1,8,2018,07,16,14.3,8,2002,01,15,1978
68351,島根県,川本（カワモト）,,2025,01,23,11,00,5.0,4,10,49,4,,,,,,,0,12.5,4,2025,01,19,37.9,8,2021,08,06,18.9,8,2002,01,15,1978
68376,島根県,浜田（ハマダ）,47755,2025,01,23,11,00,13.0,4,10,32,4,,,,,,,0,13.7,4,2025,01,19,38.5,8,2017,08,06,23.3,8,1916,01,09,1893
68401,島根県,瑞穂（ミズホ）,,2025,01,23,11,00,7.1,4,10,52,4,,,,,,,0,11.1,4,2025,01,19,36.8,8,2024,08,15,16.7,8,2002,01,15,1978
68431,島根県,弥栄（ヤサカ）,,2025,01,23,11,00,10.2,4,10,54,4,,,,,,,1,10.1,4,2025,01,19,36.0,8,2024,08,22,18.2,8,2002,01,15,1978
68456,島根県,高津（タカツ）,,2025,01,23,11,00,12.5,4,10,58,4,,,,,,,0,13.6,4,2025,01,19,37.2,8,2024,08,22,18.8,8,2020,01,07,2003
68462,島根県,益田（マスダ）,,2025,01,23,11,00,13.7,4,10,42,4,,,,,,,0,14.5,4,2025,01,19,39.3,8,2017,08,06,20.4,8,2002,01,15,1978
68516,島根県,津和野（ツワノ）,,2025,01,23,11,00,10.2,4,11,00,4,,,,,,,0,13.6,4,2025,01,22,38.9,8,2024,08,21,18.6,8,2002,01,15,1978
68541,島根県,吉賀（ヨシカ）,,2025,01,23,11,00,8.2,4,10,59,4,,,,,,,0,12.4,4,2025,01,22,36.8,8,2020,08,19,16.8,8,2023,01,12,2006
69006,鳥取県,境（サカイ）,47742,2025,01,23,11,00,10.7,4,10,39,4,,,,,,,0,14.7,4,2025,01,19,38.5,8,2022,08,01,19.7,8,2002,01,15,1883
