観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),23日の最高気温(℃),23日の最高気温の品質情報,23日の最高気温起時（時）,23日の最高気温起時（分）,23日の最高気温起時の品質情報,平年差（℃）,前日差（℃）,該当旬（月）,該当旬（旬）,極値更新,10年未満での極値更新,今年最高,今年の最高気温（℃)（22日まで）,今年の最高気温（22日まで）の品質情報,今年の最高気温（22日まで）を観測した起日（年）,今年の最高気温（22日まで）を観測した起日（月）,今年の最高気温（22日まで）を観測した起日（日）,22日までの観測史上1位の値（℃）,22日までの観測史上1位の値の品質情報,22日までの観測史上1位の値を観測した起日（年）,22日までの観測史上1位の値を観測した起日（月）,22日までの観測史上1位の値を観測した起日（日）,22日までの1月の1位の値,22日までの1月の1位の値の品質情報,22日までの1月の1位の値の起日（年）,22日までの1月の1位の値の起日（月）,22日までの1月の1位の値の起日（日）,統計開始年
46091,神奈川県,海老名（エビナ）,,2025,01,23,11,00,11.2,4,10,41,4,,,,,,,0,15.5,4,2025,01,20,38.1,8,2016,08,09,20.3,8,2017,01,30,1978
46106,神奈川県,横浜（ヨコハマ）,47670,2025,01,23,11,00,10.0,4,10,59,4,,,,,,,0,14.8,4,2025,01,15,37.4,8,2016,08,09,20.8,8,1916,01,23,1896
46141,神奈川県,辻堂（ツジドウ）,,2025,01,23,11,00,12.1,4,10,46,4,,,,,,,0,14.8,4,2025,01,15,37.0,8,2024,08,15,19.7,8,2017,01,30,1992
46166,神奈川県,小田原（オダワラ）,,2025,01,23,11,00,12.2,4,10,50,4,,,,,,,0,14.8,4,2025,01,07,38.0,8,2023,08,04,20.1,8,2017,01,30,1978
46211,神奈川県,三浦（ミウラ）,,2025,01,23,11,00,11.7,4,10,33,4,,,,,,,0,15.1,4,2025,01,20,36.4,8,2004,07,21,18.7,8,1989,01,19,1978
48031,長野県,野沢温泉（ノザワオンセン）,,2025,01,23,11,00,1.5,4,10,50,4,,,,,,,0,6.7,4,2025,01,20,36.4,8,1994,08,13,12.9,8,1982,01,04,1978
48061,長野県,信濃町（シナノマチ）,,2025,01,23,11,00,3.3,4,11,00,4,,,,,,,0,7.0,4,2025,01,20,34.6,8,2018,08,22,13.1,8,2020,01,08,1978
48066,長野県,飯山（イイヤマ）,,2025,01,23,11,00,-1.5,4,10,51,4,,,,,,,0,7.6,4,2025,01,20,37.6,8,1994,08,14,12.8,8,1982,01,04,1978
48141,長野県,白馬（ハクバ）,,2025,01,23,11,00,2.9,4,11,00,4,,,,,,,0,6.4,4,2025,01,19,36.2,8,1994,08,16,13.2,8,2016,01,03,1978
48156,長野県,長野（ナガノ）,47610,2025,01,23,11,00,3.5,4,10,54,4,,,,,,,0,10.9,4,2025,01,20,38.7,8,1994,08,16,18.1,8,1916,01,22,1889
48191,長野県,大町（オオマチ）,,2025,01,23,11,00,4.3,4,10,57,4,,,,,,,0,8.4,4,2025,01,19,35.5,8,2018,08,05,13.7,8,1988,01,22,1978
48196,長野県,信州新町（シンシュウシンマチ）,,2025,01,23,11,00,5.0,4,11,00,4,,,,,,,0,10.8,4,2025,01,20,38.6,8,1994,08,16,15.3,8,2016,01,04,1978
48216,長野県,菅平（スガダイラ）,,2025,01,23,11,00,2.7,4,10,17,4,,,,,,,0,5.6,4,2025,01,19,30.4,8,1994,08,15,10.7,8,1988,01,22,1978
48256,長野県,上田（ウエダ）,,2025,01,23,11,00,4.4,4,11,00,4,,,,,,,0,13.0,4,2025,01,19,38.8,8,2022,07,02,15.2,8,1989,01,20,1976
48296,長野県,穂高（ホタカ）,,2025,01,23,11,00,5.6,4,11,00,4,,,,,,,0,12.2,4,2025,01,19,37.8,8,2013,07,12,17.9,8,1988,01,22,1978
48321,長野県,東御（トウミ）,,2025,01,23,11,00,6.0,4,10,49,4,,,,,,,0,9.5,4,2025,01,19,33.6,8,2018,07,15,14.2,8,2023,01,14,1978
48331,長野県,軽井沢（カルイザワ）,47622,2025,01,23,11,00,5.4,4,11,00,4,,,,,,,0,9.2,4,2025,01,20,34.2,8,1946,07,16,16.1,8,1969,01,27,1925
48361,長野県,松本（マツモト）,47618,2025,01,23,11,00,6.2,4,11,00,4,,,,,,,0,10.8,4,2025,01,19,38.5,8,1942,08,02,18.8,8,1969,01,27,1898
48363,長野県,松本今井（マツモトイマイ）,,2025,01,23,11,00,8.8,4,10,42,4,,,,,,,0,11.4,4,2025,01,19,36.6,8,2020,08,15,15.5,8,2016,01,04,2003
48381,長野県,立科（タテシナ）,,2025,01,23,11,00,6.7,4,11,00,4,,,,,,,0,11.5,4,2025,01,19,36.0,8,2022,07,02,15.7,8,1988,01,22,1978
48386,長野県,佐久（サク）,,2025,01,23,11,00,5.8,4,11,00,4,,,,,,,0,10.3,4,2025,01,20,37.5,8,2024,07,23,17.4,8,1988,01,22,1978
48466,長野県,奈川（ナガワ）,,2025,01,23,11,00,3.7,4,10,49,4,,,,,,,0,7.3,4,2025,01,20,34.4,8,2020,08,20,12.4,8,1979,01,09,1978
48491,長野県,諏訪（スワ）,47620,2025,01,23,11,00,1.5,4,11,00,4,,,,,,,0,10.7,4,2025,01,20,35.5,8,1995,08,20,16.9,8,1969,01,27,1945
48531,長野県,開田高原（カイダコウゲン）,,2025,01,23,11,00,1.4,4,11,00,4,,,,,,,0,5.5,4,2025,01,20,32.2,8,2018,07,15,11.4,8,1988,01,22,1978
48536,長野県,木祖薮原（キソヤブハラ）,,2025,01,23,11,00,4.0,4,11,00,4,,,,,,,0,9.0,4,2025,01,20,36.2,8,2020,08,20,11.9,8,2023,01,12,2019
48546,長野県,辰野（タツノ）,,2025,01,23,11,00,5.0,4,10,58,4,,,,,,,0,11.6,4,2025,01,20,36.4,8,2024,07,29,15.1,8,2020,01,08,1978
48561,長野県,原村（ハラムラ）,,2025,01,23,11,00,4.6,4,11,00,4,,,,,,,0,10.5,4,2025,01,20,33.9,8,2020,08,20,14.3,8,1988,01,22,1978
48571,長野県,野辺山（ノベヤマ）,,2025,01,23,11,00,2.5,4,10,58,4,,,,,,,0,8.2,4,2025,01,20,31.0,8,2003,08,23,11.9,8,2016,01,04,1978
48606,長野県,木曽福島（キソフクシマ）,,2025,01,23,11,00,4.3,4,10,59,4,,,,,,,0,11.6,4,2025,01,20,36.1,8,2023,08,12,15.2,8,2009,01,29,1976
48621,長野県,伊那（イナ）,,2025,01,23,11,00,2.4,4,10,59,4,,,,,,,0,11.5,4,2025,01,20,37.2,8,2018,08,01,15.5,8,2020,01,08,1993
48717,長野県,南木曽（ナギソ）,,2025,01,23,11,00,2.8,4,10,56,4,,,,,,,0,10.2,4,2025,01,20,35.7,8,2018,08,06,14.4,8,2009,01,30,1978
48731,長野県,飯島（イイジマ）,,2025,01,23,11,00,3.3,4,11,00,4,,,,,,,0,10.2,4,2025,01,20,35.5,8,2023,08,12,14.3,8,2016,01,04,1978
48767,長野県,飯田（イイダ）,47637,2025,01,23,11,00,4.5,4,11,00,4,,,,,,,0,12.5,4,2025,01,20,37.7,8,2018,08,06,19.7,8,1969,01,28,1897
48826,長野県,浪合（ナミアイ）,,2025,01,23,11,00,6.3,4,10,53,4,,,,,,,0,9.3,4,2025,01,20,33.5,8,2007,08,17,12.9,8,1979,01,09,1978
48841,長野県,南信濃（ミナミシナノ）,,2025,01,23,11,00,5.6,4,11,00,4,,,,,,,0,13.2,4,2025,01,21,39.5,8,2020,08,17,17.2,8,2016,01,04,1978
49036,山梨県,大泉（オオイズミ）,,2025,01,23,11,00,5.6,4,11,00,4,,,,,,,0,11.3,4,2025,01,20,36.5,8,2013,08,11,16.2,8,2016,01,04,1977
49086,山梨県,韮崎（ニラサキ）,,2025,01,23,11,00,7.4,4,10,59,4,,,,,,,0,14.0,4,2025,01,21,38.4,8,1994,08,02,17.8,8,2000,01,07,1977
49142,山梨県,甲府（コウフ）,47638,2025,01,23,11,00,7.7,4,10,48,4,,,,,,,0,13.9,4,2025,01,20,40.7,8,2013,08,10,20.2,8,1969,01,27,1894
49151,山梨県,勝沼（カツヌマ）,,2025,01,23,11,00,6.0,4,10,55,4,,,,,,,0,14.0,4,2025,01,21,40.5,8,2013,08,10,17.2,8,1996,01,15,1977
49161,山梨県,大月（オオツキ）,,2025,01,23,11,00,8.7,4,11,00,4,,,,,,,0,13.8,4,2025,01,20,39.9,8,1990,07,19,21.0,8,1996,01,15,1977
49196,山梨県,古関（フルセキ）,,2025,01,23,11,00,8.0,4,10,58,4,,,,,,,0,11.6,4,2025,01,20,38.6,8,2013,08,10,15.8,8,1989,01,20,1978
49236,山梨県,切石（キリイシ）,,2025,01,23,11,00,7.4,4,11,00,4,,,,,,,0,14.1,4,2025,01,20,39.2,8,2016,08,09,17.7,8,2000,01,07,1977
49251,山梨県,河口湖（カワグチコ）,47640,2025,01,23,11,00,6.2,4,11,00,4,,,,,,,0,10.7,4,2025,01,20,35.3,8,2013,07,12,19.5,8,1969,01,27,1933
49256,山梨県,山中（ヤマナカ）,,2025,01,23,11,00,5.5,4,10,58,4,,,,,,,0,8.8,4,2025,01,06,34.9,8,2024,07,07,17.5,8,1988,01,22,1977
49316,山梨県,南部（ナンブ）,,2025,01,23,11,00,9.8,4,10,57,4,,,,,,,0,14.5,4,2025,01,20,38.9,8,2016,08,09,18.1,8,1996,01,16,1977
50106,静岡県,井川（イカワ）,,2025,01,23,11,00,6.9,4,11,00,4,,,,,,,0,11.0,4,2025,01,14,36.2,8,2024,07,23,18.2,8,1987,01,03,1978
50136,静岡県,御殿場（ゴテンバ）,,2025,01,23,11,00,9.4,4,10,57,4,,,,,,,0,12.0,4,2025,01,20,35.3,8,2016,08,09,16.2,8,2020,01,08,1976
50196,静岡県,富士（フジ）,,2025,01,23,11,00,11.4,4,10,56,4,,,,,,,0,14.7,4,2025,01,20,36.9,8,2002,07,24,20.5,8,2020,01,08,1978
50206,静岡県,三島（ミシマ）,47657,2025,01,23,11,00,11.4,4,11,00,4,,,,,,,0,15.8,4,2025,01,20,37.4,8,2024,07,30,24.7,8,1969,01,27,1930
50226,静岡県,佐久間（サクマ）,,2025,01,23,11,00,7.7,4,10,58,4,,,,,,,0,14.7,4,2025,01,21,40.2,8,2001,07,24,17.8,8,1988,01,02,1978
50241,静岡県,川根本町（カワネホンチョウ）,,2025,01,23,11,00,8.8,4,10,58,4,,,,,,,0,15.6,4,2025,01,20,39.6,8,2020,08,15,19.3,8,2016,01,04,1978
50261,静岡県,清水（シミズ）,,2025,01,23,11,00,12.7,4,10,48,4,,,,,,,0,16.4,4,2025,01,20,38.2,8,2004,07,13,22.3,8,2006,01,30,1978
50281,静岡県,網代（アジロ）,47668,2025,01,23,11,00,11.0,4,11,00,4,,,,,,,0,16.0,4,2025,01,20,36.8,8,2015,08,06,25.1,8,1969,01,27,1937
50331,静岡県,静岡（シズオカ）,47656,2025,01,23,11,00,12.0,4,11,00,4,,,,,,,0,17.0,4,2025,01,20,40.0,8,2024,07,07,25.7,8,1969,01,27,1940
50386,静岡県,天竜（テンリュウ）,,2025,01,23,11,00,11.9,4,10,56,4,,,,,,,0,15.9,4,2025,01,20,40.9,8,2020,08,16,19.1,8,1996,01,15,1978
50456,静岡県,浜松（ハママツ）,47654,2025,01,23,11,00,12.3,4,11,00,4,,,,,,,0,15.8,4,2025,01,21,41.1,8,2020,08,17,20.7,8,1969,01,27,1882
50476,静岡県,菊川牧之原（キクガワマキノハラ）,,2025,01,23,11,00,10.7,4,11,00,4,,,,,,,0,14.5,4,2025,01,20,37.4,8,2020,08,15,17.4,8,2021,01,22,1978
50477,静岡県,静岡空港（シズオカクウコウ）,,2025,01,23,11,00,12.3,4,10,06,4,,,,,,,0,15.4,4,2025,01,20,37.4,8,2024,07,22,18.8,8,2021,01,22,2009
50491,静岡県,松崎（マツザキ）,,2025,01,23,11,00,12.3,4,10,59,4,,,,,,,0,17.8,4,2025,01,06,37.3,8,2024,07,30,19.0,8,1990,01,10,1978
50506,静岡県,稲取（イナトリ）,,2025,01,23,11,00,13.7,4,11,00,4,,,,,,,0,17.3,4,2025,01,20,36.5,8,2022,08,03,20.5,8,1988,01,22,1978
50536,静岡県,磐田（イワタ）,,2025,01,23,11,00,12.7,4,11,00,4,,,,,,,0,15.6,4,2025,01,20,39.2,8,1994,08,03,18.3,8,1990,01,10,1978
50551,静岡県,御前崎（オマエザキ）,47655,2025,01,23,11,00,12.3,4,10,50,4,,,,,,,0,14.9,4,2025,01,20,36.7,8,2004,07,20,19.2,8,1949,01,01,1932
50561,静岡県,石廊崎（イロウザキ）,47666,2025,01,23,11,00,12.8,4,10,53,4,,,,,,,0,17.2,4,2025,01,06,33.9,8,2004,07,20,19.2,8,1969,01,27,1939
51031,愛知県,愛西（アイサイ）,,2025,01,23,11,00,9.5,4,11,00,4,,,,,,,0,15.4,4,2025,01,21,40.3,8,1994,08,05,17.5,8,2020,01,08,1979
51071,愛知県,稲武（イナブ）,,2025,01,23,11,00,8.2,4,11,00,4,,,,,,,0,10.8,4,2025,01,21,35.5,8,2018,07,23,15.3,8,2009,01,30,1979
51106,愛知県,名古屋（ナゴヤ）,47636,2025,01,23,11,00,8.9,4,10,54,4,,,,,,,0,15.1,4,2025,01,21,40.3,8,2018,08,03,21.0,8,1969,01,27,1890
51116,愛知県,豊田（トヨタ）,,2025,01,23,11,00,11.0,4,11,00,4,,,,,,,0,14.7,4,2025,01,21,39.8,8,2022,07,01,17.8,8,1980,01,29,1979
51216,愛知県,大府（オオブ）,,2025,01,23,11,00,9.4,4,10,58,4,,,,,,,0,14.3,4,2025,01,21,38.9,8,2024,08,09,18.2,8,2020,01,08,2012
51226,愛知県,岡崎（オカザキ）,,2025,01,23,11,00,9.4,4,10,55,4,,,,,,,0,14.1,4,2025,01,21,39.3,8,2018,07,23,17.2,8,1980,01,29,1979
51247,愛知県,新城（シンシロ）,,2025,01,23,11,00,10.7,4,10,56,4,,,,,,,0,16.3,4,2025,01,20,39.6,8,2018,07,23,18.3,8,2010,01,20,2002
51261,愛知県,セントレア（セントレア）,,2025,01,23,11,00,9.2,4,10,49,4,,,,,,,0,13.7,4,2025,01,21,36.1,8,2013,08,10,16.3,8,2020,01,08,2005
51281,愛知県,蒲郡（ガマゴオリ）,,2025,01,23,11,00,11.3,4,10,58,4,,,,,,,0,15.0,4,2025,01,21,38.7,8,1995,08,19,18.4,8,1996,01,15,1979
51311,愛知県,南知多（ミナミチタ）,,2025,01,23,11,00,8.4,4,10,56,4,,,,,,,0,13.6,4,2025,01,21,38.3,8,1994,08,05,17.0,8,2020,01,08,1979
51331,愛知県,豊橋（トヨハシ）,,2025,01,23,11,00,8.3,4,11,00,4,,,,,,,0,14.2,4,2025,01,21,37.9,8,2020,08,16,17.0,8,2020,01,08,2005
51346,愛知県,伊良湖（イラコ）,47653,2025,01,23,11,00,9.1,4,11,00,4,,,,,,,0,14.0,4,2025,01,21,38.4,8,2013,08,11,17.5,8,2020,01,08,1947
52041,岐阜県,河合（カワイ）,,2025,01,23,11,00,1.0,4,10,59,4,,,,,,,0,7.4,4,2025,01,22,36.4,8,1994,08,07,13.3,8,2020,01,29,1978
52051,岐阜県,神岡（カミオカ）,,2025,01,23,11,00,4.6,4,11,00,4,,,,,,,0,10.9,4,2025,01,19,37.7,8,2024,08,22,17.8,8,2020,01,28,1978
52081,岐阜県,白川（シラカワ）,,2025,01,23,11,00,3.0,4,10,56,4,,,,,,,0,8.1,4,2025,01,19,36.5,8,2007,08,11,15.5,8,2020,01,28,1978
52111,岐阜県,栃尾（トチオ）,,2025,01,23,11,00,3.1,4,10,55,4,,,,,,,0,7.7,4,2025,01,20,35.4,8,1994,08,15,13.3,8,1979,01,10,1978
52146,岐阜県,高山（タカヤマ）,47617,2025,01,23,11,00,3.1,4,11,00,4,,,,,,,0,10.0,4,2025,01,19,37.7,8,2019,08,13,16.7,8,1969,01,27,1899
52181,岐阜県,六厩（ムマヤ）,,2025,01,23,11,00,3.1,4,11,00,4,,,,,,,0,5.9,4,2025,01,20,33.5,8,2001,08,02,9.6,8,1989,01,20,1978
52196,岐阜県,宮之前（ミヤノマエ）,,2025,01,23,11,00,4.5,4,10,58,4,,,,,,,0,7.1,4,2025,01,19,33.5,8,2018,08,04,12.2,8,1989,01,20,1978
52221,岐阜県,長滝（ナガタキ）,,2025,01,23,11,00,3.8,4,10,11,4,,,,,,,0,9.4,4,2025,01,20,36.8,8,2018,08,04,13.9,8,1979,01,09,1978
52286,岐阜県,萩原（ハギワラ）,,2025,01,23,11,00,7.3,4,10,59,4,,,,,,,0,12.0,4,2025,01,19,38.3,8,1994,07,15,15.2,8,1979,01,09,1976
52331,岐阜県,八幡（ハチマン）,,2025,01,23,11,00,4.3,4,11,00,4,,,,,,,0,11.3,4,2025,01,21,39.8,8,2018,07,22,16.7,8,1979,01,09,1978
52346,岐阜県,宮地（ミヤジ）,,2025,01,23,11,00,5.0,4,10,53,4,,,,,,,0,10.5,4,2025,01,20,38.9,8,2007,08,16,14.9,8,1979,01,09,1978
52381,岐阜県,樽見（タルミ）,,2025,01,23,11,00,6.2,4,10,56,4,,,,,,,0,9.8,4,2025,01,21,37.8,8,2023,07,26,14.6,8,1979,01,09,1978
52406,岐阜県,金山（カナヤマ）,,2025,01,23,11,00,6.1,4,10,56,4,,,,,,,0,14.1,4,2025,01,20,41.0,8,2018,08,06,17.4,8,1980,01,29,1978
52461,岐阜県,美濃（ミノ）,,2025,01,23,11,00,9.1,4,10,57,4,,,,,,,0,15.1,4,2025,01,20,41.0,8,2018,08,08,16.8,8,2020,01,08,1978
52482,岐阜県,黒川（クロカワ）,,2025,01,23,11,00,7.6,4,10,51,4,,,,,,,0,10.8,4,2025,01,22,37.4,8,2007,08,16,14.2,8,2009,01,29,1998
52511,岐阜県,揖斐川（イビガワ）,,2025,01,23,11,00,8.5,4,10,52,4,,,,,,,0,14.7,4,2025,01,20,39.6,8,2018,07,18,17.7,8,2020,01,08,1978
52536,岐阜県,美濃加茂（ミノカモ）,,2025,01,23,11,00,8.0,4,10,55,4,,,,,,,0,14.0,4,2025,01,20,39.7,8,2018,07,18,16.6,8,1980,01,29,1978
52556,岐阜県,恵那（エナ）,,2025,01,23,11,00,6.4,4,11,00,4,,,,,,,0,13.2,4,2025,01,21,38.8,8,2018,07,23,17.5,8,1980,01,29,1976
52557,岐阜県,中津川（ナカツガワ）,,2025,01,23,11,00,7.4,4,11,00,4,,,,,,,0,13.2,4,2025,01,21,39.2,8,2018,07,23,14.8,8,2021,01,27,2010
52571,岐阜県,関ケ原（セキガハラ）,,2025,01,23,11,00,8.2,4,10,59,4,,,,,,,0,13.0,4,2025,01,21,37.9,8,1994,08,08,15.6,8,2020,01,08,1978
52581,岐阜県,大垣（オオガキ）,,2025,01,23,11,00,8.4,4,10,59,4,,,,,,,0,15.1,4,2025,01,20,38.8,8,2024,08,13,17.4,8,2020,01,08,1978
52586,岐阜県,岐阜（ギフ）,47632,2025,01,23,11,00,8.7,4,10,53,4,,,,,,,0,14.7,4,2025,01,20,39.8,8,2007,08,16,20.4,8,1969,01,27,1883
52606,岐阜県,多治見（タジミ）,,2025,01,23,11,00,8.8,4,10,59,4,,,,,,,0,14.9,4,2025,01,21,40.9,8,2007,08,16,18.2,8,1980,01,29,1978
53041,三重県,桑名（クワナ）,,2025,01,23,11,00,8.7,4,10,56,4,,,,,,,0,14.5,4,2025,01,21,40.4,8,2024,08,09,17.7,8,2020,01,08,1979
53061,三重県,四日市（ヨッカイチ）,47684,2025,01,23,11,00,9.5,4,10,50,4,,,,,,,0,14.2,4,2025,01,02,38.8,8,1994,08,05,19.9,8,1969,01,27,1966
53091,三重県,亀山（カメヤマ）,,2025,01,23,11,00,10.2,4,10,54,4,,,,,,,0,13.5,4,2025,01,19,38.3,8,2018,07,18,16.9,8,2020,01,08,1979
53112,三重県,上野（ウエノ）,47649,2025,01,23,11,00,7.6,4,10,57,4,,,,,,,0,14.1,4,2025,01,19,38.8,8,1942,08,02,17.8,8,1948,01,22,1937
53133,三重県,津（ツ）,47651,2025,01,23,11,00,7.9,4,10,48,4,,,,,,,0,14.9,4,2025,01,20,39.5,8,1994,08,05,19.0,8,1950,01,30,1889
53196,三重県,小俣（オバタ）,,2025,01,23,11,00,7.3,4,11,00,4,,,,,,,0,14.1,4,2025,01,21,38.8,8,2013,08,10,18.1,8,2020,01,08,1979
53231,三重県,粥見（カユミ）,,2025,01,23,11,00,6.8,4,10,59,4,,,,,,,0,15.2,4,2025,01,20,39.7,8,2024,07,05,19.4,8,2021,01,16,1979
53257,三重県,鳥羽（トバ）,,2025,01,23,11,00,7.5,4,10,45,4,,,,,,,0,12.6,4,2025,01,02,38.3,8,1994,08,05,18.2,8,1989,01,20,1977
53296,三重県,南伊勢（ミナミイセ）,,2025,01,23,11,00,11.6,4,10,53,4,,,,,,,0,15.0,4,2025,01,19,38.4,8,2024,07,28,19.3,8,2020,01,08,1979
53326,三重県,紀伊長島（キイナガシマ）,,2025,01,23,11,00,14.2,4,11,00,4,,,,,,,0,16.2,4,2025,01,20,38.7,8,2024,07,31,20.1,8,2021,01,16,1979
53378,三重県,尾鷲（オワセ）,47663,2025,01,23,11,00,13.3,4,10,48,4,,,,,,,0,16.7,4,2025,01,20,38.8,8,2024,08,16,22.4,8,2020,01,08,1938
53401,三重県,熊野新鹿（クマノアタシカ）,,2025,01,23,11,00,13.9,4,10,43,4,,,,,,,0,16.3,4,2025,01,20,38.6,8,2021,08,08,21.4,8,2020,01,08,2001
54012,新潟県,粟島（アワシマ）,,2025,01,23,11,00,7.3,4,07,25,4,,,,,,,0,10.2,4,2025,01,06,37.0,8,2019,08,15,14.1,8,2023,01,13,1978
54041,新潟県,弾崎（ハジキザキ）,,2025,01,23,11,00,8.5,4,09,45,4,,,,,,,0,12.0,4,2025,01,19,36.2,8,2024,08,23,16.1,8,1983,01,08,1978
54086,新潟県,村上（ムラカミ）,,2025,01,23,11,00,3.2,4,11,00,4,,,,,,,0,8.6,4,2025,01,21,39.9,8,2018,08,23,14.8,8,1995,01,09,1978
54157,新潟県,相川（アイカワ）,47602,2025,01,23,11,00,9.9,4,09,23,4,,,,,,,0,11.6,4,2025,01,19,38.5,8,2023,08,09,17.0,8,1916,01,09,1911
54166,新潟県,両津（リョウツ）,,2025,01,23,11,00,7.5,4,09,31,4,,,,,,,0,11.0,4,2025,01,19,38.8,8,2019,08,15,14.5,8,2023,01,13,1978
54181,新潟県,中条（ナカジョウ）,,2025,01,23,11,00,6.0,4,11,00,4,,,,,,,0,10.4,4,2025,01,06,40.8,8,2018,08,23,15.1,8,1997,01,01,1978
54191,新潟県,下関（シモセキ）,,2025,01,23,11,00,2.8,4,11,00,4,,,,,,,0,8.0,4,2025,01,21,39.6,8,2018,08,23,14.8,8,1997,01,01,1978
54232,新潟県,新潟（ニイガタ）,47604,2025,01,23,11,00,6.3,4,10,37,4,,,,,,,0,9.3,4,2025,01,21,39.9,8,2018,08,23,15.3,8,1997,01,01,1881
54236,新潟県,松浜（マツハマ）,,2025,01,23,11,00,6.1,4,10,47,4,,,,,,,0,9.9,4,2025,01,19,39.7,8,2023,08,09,14.9,8,2023,01,13,2003
54271,新潟県,羽茂（ハモチ）,,2025,01,23,11,00,9.1,4,09,33,4,,,,,,,0,11.3,4,2025,01,06,38.3,8,2023,08,09,15.2,8,1997,01,01,1978
54296,新潟県,新津（ニイツ）,,2025,01,23,11,00,6.7,4,10,58,4,,,,,,,0,7.6,4,2025,01,01,39.4,8,2023,08,31,15.4,8,1988,01,22,1978
54341,新潟県,巻（マキ）,,2025,01,23,11,00,6.0,4,10,58,4,,,,,,,0,9.0,4,2025,01,21,38.9,8,2018,08,23,14.8,8,1988,01,22,1978
54387,新潟県,寺泊（テラドマリ）,,2025,01,23,11,00,9.1,4,10,36,4,,,,,,,0,11.7,4,2025,01,20,40.6,8,2019,08,15,14.6,8,2016,01,03,2001
54396,新潟県,三条（サンジョウ）,,2025,01,23,11,00,7.3,4,11,00,4,,,,,,,0,9.5,4,2025,01,20,40.4,8,2020,09,03,14.3,8,2002,01,21,1978
54421,新潟県,津川（ツガワ）,,2025,01,23,11,00,2.6,4,10,59,4,,,,,,,0,8.3,4,2025,01,21,39.4,8,1994,08,13,15.1,8,1979,01,08,1978
54501,新潟県,長岡（ナガオカ）,,2025,01,23,11,00,5.1,4,10,59,4,,,,,,,0,9.1,4,2025,01,20,39.4,8,2023,08,15,15.0,8,2020,01,28,1976
54541,新潟県,柏崎（カシワザキ）,,2025,01,23,11,00,9.7,4,11,00,4,,,,,,,0,12.0,4,2025,01,20,38.8,8,2023,08,14,18.0,4,1990,01,10,1978
54566,新潟県,守門（スモン）,,2025,01,23,11,00,3.2,4,10,59,4,,,,,,,0,7.2,4,2025,01,20,37.4,8,2019,08,14,12.9,8,1997,01,01,1978
54586,新潟県,大潟（オオガタ）,,2025,01,23,11,00,9.2,4,11,00,4,,,,,,,0,11.7,4,2025,01,19,40.0,8,2018,08,23,16.7,8,2020,01,28,1978
54616,新潟県,小出（コイデ）,,2025,01,23,11,00,3.5,4,11,00,4,,,,,,,0,9.4,4,2025,01,20,39.0,8,2021,08,06,16.7,8,2020,01,28,1978
54651,新潟県,高田（タカダ）,47612,2025,01,23,11,00,10.0,4,11,00,4,,,,,,,0,12.6,4,2025,01,20,40.3,8,2019,08,14,19.4,8,1960,01,05,1922
54661,新潟県,安塚（ヤスヅカ）,,2025,01,23,11,00,5.8,4,10,50,4,,,,,,,0,9.8,4,2025,01,20,37.6,8,2023,08,14,16.9,8,1990,01,10,1978
54676,新潟県,十日町（トオカマチ）,,2025,01,23,11,00,4.8,4,11,00,4,,,,,,,0,8.9,4,2025,01,20,37.1,8,2022,06,24,14.1,8,2020,01,28,1978
54711,新潟県,糸魚川（イトイガワ）,,2025,01,23,11,00,11.9,4,11,00,4,,,,,,,0,12.2,4,2025,01,19,39.3,8,2023,08,10,17.5,8,2016,01,04,1978
54721,新潟県,能生（ノウ）,,2025,01,23,11,00,11.4,4,10,19,4,,,,,,,1,11.0,4,2025,01,20,36.9,8,2019,08,15,17.5,8,1996,01,15,1978
54816,新潟県,関山（セキヤマ）,,2025,01,23,11,00,6.3,4,10,04,4,,,,,,,0,10.1,4,2025,01,20,35.5,8,1990,08,22,15.2,8,1982,01,04,1978
54836,新潟県,津南（ツナン）,,2025,01,23,11,00,4.8,4,11,00,4,,,,,,,0,8.3,4,2025,01,20,35.2,8,2022,06,24,13.1,8,1982,01,04,1978
54841,新潟県,湯沢（ユザワ）,,2025,01,23,11,00,5.3,4,11,00,4,,,,,,,0,10.4,4,2025,01,06,37.2,8,1990,08,23,15.5,8,1997,01,01,1978
55022,富山県,朝日（アサヒ）,,2025,01,23,11,00,9.5,4,11,00,4,,,,,,,0,12.2,4,2025,01,19,38.0,8,2004,09,07,18.7,8,1997,01,01,1978
55041,富山県,氷見（ヒミ）,,2025,01,23,11,00,8.3,4,09,18,4,,,,,,,0,13.6,4,2025,01,19,37.4,8,1994,08,13,17.5,8,1990,01,10,1978
55056,富山県,魚津（ウオヅ）,,2025,01,23,11,00,10.0,4,09,14,4,,,,,,,0,12.6,4,2025,01,19,37.9,8,2015,07,13,19.2,8,1990,01,10,1978
55091,富山県,伏木（フシキ）,47606,2025,01,23,11,00,8.5,4,10,46,4,,,,,,,0,13.8,4,2025,01,19,39.7,8,1994,08,14,20.3,8,1972,01,25,1887
55102,富山県,富山（トヤマ）,47607,2025,01,23,11,00,9.2,4,10,54,4,,,,,,,0,14.6,4,2025,01,19,39.5,8,2018,08,22,20.9,8,1972,01,25,1939
55141,富山県,砺波（トナミ）,,2025,01,23,11,00,8.2,4,07,54,4,,,,,,,0,13.0,4,2025,01,19,38.8,8,2023,08,10,18.9,8,2020,01,08,1976
